w,xs
0.000011479554684220093,1324.5277555007406
0.000011832192058075225,6264.857871993425
0.00001282464598968965,4245.584478877063
0.000012822272954968442,3874.678663023464
0.000012808636524097258,2290.605851056189
0.000012803896817894772,1907.8611928937148
0.000013060555062248933,52.743740234007575
0.00001305813837560774,48.135903527425704
0.000013056326154091038,44.94617943798904
0.000013052702465528456,39.186825924791506
0.000013407685044575332,34.159147696221666
0.000016002418158820152,48.06914174291681
0.000016373866595573225,4973.845803525566
0.00001635115696568946,2505.6987099845037
0.00001656434426832983,1861.4776631877046
0.00001681995001319678,4435.930208825111
0.000016816837699186524,4048.395271913642
0.000016814503841614706,3780.1284902373304
0.000016796621690760934,2234.7103309788386
0.000016793513693354747,2039.4799539525482
0.000016746187928144385,505.90276855521216
0.000016690499591676715,97.59661003182599
0.00001666272490743036,42.8665538957137
0.000016657329644138836,36.52922251506752
0.00001665501792325462,34.10861476729121
0.000017212763819604822,607.2818193918145
0.000017155523915977934,117.15422525925985
0.000017669435818989726,384.4155375013807
0.00001761067728293941,74.15981021578924
0.00001850951557555767,6689.0046440085725
0.000018141580652152355,266.632682480198
0.000019275055905499144,6244.02450295477
0.0000208040289510581,528.7799870853336
0.000020786711736489166,350.44262850169815
0.00002073484653359803,102.00998571244041
0.000020717586906276713,67.60590113014085
0.000027426921831190643,0.010903829841324696
0.00002730285436656404,0.0011611412936032139
0.00003243175059649454,0.12563767568820539
0.00003242574952088614,0.11466162637510643
0.000032419749555699094,0.10464447460499102
0.000032413750700727936,0.09550244847854357
0.00003240775295576723,0.08715909463758582
0.00003240175632061159,0.07954463889740367
0.00003239576079505566,0.07259540273597324
0.00003238976637889412,0.06625327076027701
0.000033117075368952996,0.005875290816715876
0.00003296726812473649,0.000625655652967137
0.00003650443579143311,10698243.698082328
0.000036335943387467425,1088347.5233086515
0.000036168228688719644,110719.13904002756
0.000036001288105559724,11263.615239824845
0.0000358318024991929,1094.666973845902
0.000035666414748071174,111.36202571703613
0.000036947890929663944,0.009706614296855702
0.00003694105420074978,0.008858618052083402
0.000036934218736883806,0.008084705067359943
0.00003692909296903136,0.007548972347714318
0.000036780754742119615,0.0010336506388281283
0.00003677394893959333,0.0009433481055939933
0.0000367671443963927,0.0008609346474517533
0.00003676204181528449,0.0008038848409005421
0.00003797204842330061,0.010879643115414471
0.000037933420210737006,0.006580437565297371
0.00003780027939272723,0.0011585656658999108
0.00003776182591739537,0.0007007462422135796
0.000040277382227754216,0.11190505488639171
0.00004078364867239513,0.06614913890167894
0.00004407786476538469,5764515.208786051
0.00004387441591773149,586432.3180151513
0.00004367190612268058,59658.59246731728
0.00004347033104587578,6069.153329113579
0.00004326568294010039,589.8374160631275
0.00004306598285517239,60.00499792710356
0.00004468355197663516,0.011375836441459751
0.00004462983658261142,0.006279450871712691
0.00004448142302325239,0.0012114049497905983
0.000044427950614306924,0.0006686943775172205
0.00004590089373650315,0.010145553061889426
0.00004586692970012847,0.0070383124697911284
0.00004569325805849921,0.0010803929241407853
0.00004565944766065194,0.0007495050239122253
0.0000491811193089397,9969011.378516497
0.000049172018979477145,9098091.410488825
0.00004915382337193474,7577862.21643832
0.00004914472809323178,6915839.54752244
0.00004895411552590808,1014161.6839022862
0.00004894505720055694,925561.7588161834
0.00004892694557792185,770906.6841236007
0.00004891789228001766,703558.1779180508
0.00004872815951727118,103172.10825057486
0.00004871914300215427,94158.71205638681
0.00004870111497677993,78425.43169197015
0.000048692103465905135,71573.97251830321
0.00004850324644684859,10495.845080550262
0.00004849427154898389,9578.899486358732
0.00004847632673501289,7978.330533045107
0.00004846735681829237,7281.321861981908
0.0000482749045577836,1020.0503770457291
0.00004826597191162941,930.935999698568
0.000048248111577626685,775.3829259074241
0.00004823918388916673,707.6433630360481
0.00004805208356236728,103.77117336622034
0.000048043192146353794,94.7054412129735
0.000048025414249746595,78.88080612506765
0.00004801652776854427,71.98956420147157
0.00004786128025245275,14.537446156772281
0.00004785242414212186,13.267415291992181
0.000047843569670499435,12.10833778037328
0.000047834716837282366,11.0505204349867
0.000047825865642167475,10.085116892096991
0.000047817016084851665,9.204053630382939
0.000047808168165031874,8.399962453320729
0.0000477993218824051,7.66611887008988
0.000047400735780013645,0.12248116039993255
0.000048692103465905034,0.10923496644083686
0.00004864707091731261,0.06915963633448606
0.00005859854325990104,6022403.13002198
0.000058328071762158466,612667.622452888
0.0000580588486714074,62327.547242873574
0.00005779086822541377,6340.669888445691
0.00005751880239502121,616.225054847364
0.00005725331462405166,62.68944989204939
0.00005947250894955554,11161350.854818234
0.000059198003515201366,1135460.0719927342
0.00005892476510715588,115511.96551922533
0.00005865278787724464,11751.196283544901
0.00005837666433162807,1142.0530798402317
0.000058107216953645287,116.18268156986662
0.00006108710297653845,9509512.41535737
0.00006107579959892503,8678735.527431475
0.00006106449831285506,7920537.569672127
0.00006105319911794204,7228577.849192067
0.000060805145110085506,967416.2018745426
0.00006079389390512524,882900.0893318556
0.00006078264478205455,805767.5344197836
0.000060771397740488594,735373.4894468866
0.00006052448866790362,98416.62398357475
0.000060513289394784546,89818.67983859399
0.000060502092193946106,81971.87549630055
0.000060490897065004736,74810.58933905403
0.000060245127643048356,10012.062913104392
0.00006023398006207064,9137.381845835936
0.00006022283454380847,8339.11529734136
0.00006021169108788017,7610.587487272741
0.0000599615077359139,973.0334690670045
0.00005995041263512832,888.0266167731135
0.00005993931958734763,810.4461944702116
0.00005992822859219184,739.6434090207702
0.0000596847452448686,98.98807655179209
0.00005967370135539933,90.3402087550521
0.000059662659509458844,82.4478422271015
0.00005965161970666901,75.2449743207494
0.00005943950120429426,12.948454364269088
